scenario,attachment_kb,repeat,turn_index,project_type,status,latency_ms,cost_usd,cost_total_usd,tokens_in,tokens_out,enriched_transcript_chars,attachments_total_chars,messages_in_window,anchors_count,summary_chars,last_resolved_tier,latency_pass,latency_score,cost_pass,cost_score,drift_pass,drift_score,drift_details,fact
growing,5,0,2,web_saas,200,5395,0.00822,0.015552,5125,619,2597,2472,4,0,0,default,True,1.0,True,1.0,True,1.0,"remembered: project name: Nimbus @ metadata+window, feature: authentication @ metadata+window",feature: authentication
growing,5,0,3,web_saas,200,6242,0.009752,0.025304,6312,688,2604,2472,6,0,0,default,True,1.0,True,1.0,True,1.0,"remembered: project name: Nimbus @ metadata+window, feature: authentication @ metadata+window, feature: multi-tenant @ metadata+window",feature: multi-tenant
growing,5,0,4,web_saas,200,7814,0.01129,0.036594,7570,744,2592,2472,8,0,0,default,True,1.0,True,1.0,True,1.0,"remembered: project name: Nimbus @ metadata+window, feature: authentication @ metadata+window, feature: multi-tenant @ metadata+window, feature: audit log @ window",feature: audit log
growing,5,0,5,web_saas,200,6264,0.0126,0.049194,8875,745,2584,2472,10,0,0,default,True,1.0,True,1.0,True,1.0,"remembered: project name: Nimbus @ metadata+window, feature: authentication @ metadata+window, feature: multi-tenant @ metadata+window, feature: audit log @ window, feature: CSV export @ window",feature: CSV export
growing,5,1,1,web_saas,200,8144,0.007737,0.007737,3812,785,2630,2472,2,0,0,default,True,1.0,True,1.0,True,1.0,remembered: project name: Nimbus @ metadata+window,project name: Nimbus
growing,5,1,2,web_saas,200,6697,0.008887,0.016624,5222,733,2597,2472,4,0,0,default,True,1.0,True,1.0,True,1.0,"remembered: project name: Nimbus @ metadata+window, feature: authentication @ metadata+window",feature: authentication
growing,5,1,3,web_saas,200,7578,0.010393,0.027017,6518,775,2604,2472,6,0,0,default,True,1.0,True,1.0,True,1.0,"remembered: project name: Nimbus @ metadata+window, feature: authentication @ metadata+window, feature: multi-tenant @ metadata+window",feature: multi-tenant
growing,5,1,4,web_saas,200,14579,0.026457,0.053474,18087,1674,2592,2472,8,0,0,default,True,1.0,True,1.0,True,1.0,"remembered: project name: Nimbus @ metadata+window, feature: authentication @ metadata+window, feature: multi-tenant @ metadata+window, feature: audit log @ window",feature: audit log
growing,5,1,5,web_saas,200,7458,0.013257,0.066731,9202,811,2584,2472,10,0,0,default,True,1.0,True,1.0,True,1.0,"remembered: project name: Nimbus @ metadata+window, feature: authentication @ metadata+window, feature: multi-tenant @ metadata+window, feature: audit log @ window, feature: CSV export @ metadata+window",feature: CSV export
growing,5,2,1,web_saas,200,7183,0.007562,0.007562,3812,750,2630,2472,2,0,0,default,True,1.0,True,1.0,True,1.0,remembered: project name: Nimbus @ metadata+window,project name: Nimbus
growing,5,2,2,web_saas,200,5890,0.008568,0.01613,5153,683,2597,2472,4,0,0,default,True,1.0,True,1.0,True,1.0,"remembered: project name: Nimbus @ metadata+window, feature: authentication @ metadata+window",feature: authentication
growing,5,2,3,web_saas,200,6799,0.009984,0.026114,6404,716,2604,2472,6,0,0,default,True,1.0,True,1.0,True,1.0,"remembered: project name: Nimbus @ metadata+window, feature: authentication @ metadata+window, feature: multi-tenant @ metadata+window",feature: multi-tenant
growing,5,2,4,web_saas,200,7823,0.011709,0.037823,7699,802,2592,2472,8,0,0,default,True,1.0,True,1.0,True,1.0,"remembered: project name: Nimbus @ metadata+window, feature: authentication @ metadata+window, feature: multi-tenant @ metadata+window, feature: audit log @ metadata+window",feature: audit log
growing,5,2,5,web_saas,200,13720,0.028512,0.066335,20412,1620,2584,2472,10,0,0,default,True,1.0,True,1.0,True,1.0,"remembered: project name: Nimbus @ metadata+window, feature: authentication @ metadata+window, feature: multi-tenant @ metadata+window, feature: audit log @ metadata+window, feature: CSV export @ metadata+window",feature: CSV export
growing,20,0,1,web_saas,200,17473,0.03796,0.03796,26250,2342,12610,12451,2,0,0,default,True,1.0,True,1.0,True,1.0,remembered: project name: Nimbus @ metadata+window,project name: Nimbus
growing,20,0,2,web_saas,200,11028,0.01432,0.05228,10225,819,12577,12451,4,0,0,default,True,1.0,True,1.0,True,1.0,"remembered: project name: Nimbus @ metadata+window, feature: authentication @ metadata+window",feature: authentication
growing,20,0,3,web_saas,200,11292,0.018427,0.070707,14097,866,12584,12451,6,0,0,default,True,1.0,True,1.0,True,1.0,"remembered: project name: Nimbus @ metadata+window, feature: authentication @ metadata+window, feature: multi-tenant @ metadata+window",feature: multi-tenant
growing,20,0,4,web_saas,200,11201,0.022492,0.093199,18047,889,12572,12451,8,0,0,default,True,1.0,True,1.0,True,1.0,"remembered: project name: Nimbus @ metadata+window, feature: authentication @ metadata+window, feature: multi-tenant @ metadata+window, feature: audit log @ window",feature: audit log
growing,20,0,5,web_saas,200,12470,0.027212,0.120411,21987,1045,12564,12451,10,0,0,default,True,1.0,True,1.0,True,1.0,"remembered: project name: Nimbus @ metadata+window, feature: authentication @ metadata+window, feature: multi-tenant @ metadata+window, feature: audit log @ window, feature: CSV export @ window",feature: CSV export
growing,20,1,1,web_saas,200,7237,0.017039,0.017039,13819,644,12610,12451,2,0,0,default,True,1.0,True,1.0,True,1.0,remembered: project name: Nimbus @ metadata+window,project name: Nimbus
growing,20,1,2,web_saas,200,10591,0.014536,0.031575,9776,952,12577,12451,4,0,0,default,True,1.0,True,1.0,True,1.0,"remembered: project name: Nimbus @ metadata+window, feature: authentication @ metadata+window",feature: authentication
growing,20,1,3,web_saas,502,,,,,,,,,,,,,,,,,,"{""detail"":""Upstream LLM call failed""}",feature: multi-tenant
growing,20,2,1,web_saas,200,4032,0.007792,0.007792,6297,299,12610,12451,2,0,0,default,True,1.0,True,1.0,True,1.0,remembered: project name: Nimbus @ metadata+window,project name: Nimbus
growing,20,2,2,web_saas,200,13987,0.029303,0.037095,21723,1516,12577,12451,4,0,0,default,True,1.0,True,1.0,True,1.0,"remembered: project name: Nimbus @ metadata+window, feature: authentication @ metadata+window",feature: authentication
growing,20,2,3,web_saas,200,9088,0.017284,0.054379,13494,758,12584,12451,6,0,0,default,True,1.0,True,1.0,True,1.0,"remembered: project name: Nimbus @ metadata+window, feature: authentication @ metadata+window, feature: multi-tenant @ metadata+window",feature: multi-tenant
growing,20,2,4,web_saas,200,9824,0.021174,0.075553,17319,771,12572,12451,8,0,0,default,True,1.0,True,1.0,True,1.0,"remembered: project name: Nimbus @ metadata+window, feature: authentication @ metadata+window, feature: multi-tenant @ metadata+window, feature: audit log @ window",feature: audit log
growing,20,2,5,web_saas,200,10182,0.025095,0.100648,21175,784,12564,12451,10,0,0,default,True,1.0,True,1.0,True,1.0,"remembered: project name: Nimbus @ metadata+window, feature: authentication @ metadata+window, feature: multi-tenant @ metadata+window, feature: audit log @ window, feature: CSV export @ window",feature: CSV export
growing,50,0,1,web_saas,200,4401,0.012861,0.012861,11331,306,32745,32586,2,0,0,default,True,1.0,True,1.0,True,1.0,remembered: project name: Nimbus @ metadata+window,project name: Nimbus
growing,50,0,2,web_saas,200,7065,0.023174,0.036035,19819,671,32712,32586,4,0,0,default,True,1.0,True,1.0,True,1.0,"remembered: project name: Nimbus @ metadata+window, feature: authentication @ metadata+window",feature: authentication
growing,50,0,3,web_saas,200,7322,0.031509,0.067544,28499,602,32719,32586,6,0,0,default,True,1.0,True,1.0,True,1.0,"remembered: project name: Nimbus @ metadata+window, feature: authentication @ metadata+window, feature: multi-tenant @ metadata+window",feature: multi-tenant
growing,50,0,4,web_saas,200,7747,0.040347,0.107891,37182,633,32707,32586,8,0,0,default,True,1.0,True,1.0,True,1.0,"remembered: project name: Nimbus @ metadata+window, feature: authentication @ metadata+window, feature: multi-tenant @ metadata+window, feature: audit log @ window",feature: audit log
growing,50,0,5,web_saas,200,12137,0.100315,0.208206,93710,1321,32699,32586,10,0,0,default,True,1.0,True,1.0,True,1.0,"remembered: project name: Nimbus @ metadata+window, feature: authentication @ metadata+window, feature: multi-tenant @ metadata+window, feature: audit log @ window, feature: CSV export @ metadata+window",feature: CSV export
growing,50,1,1,web_saas,200,3671,0.012716,0.012716,11331,277,32745,32586,2,0,0,default,True,1.0,True,1.0,True,1.0,remembered: project name: Nimbus @ metadata+window,project name: Nimbus
growing,50,1,2,web_saas,200,7054,0.022753,0.035469,19818,587,32712,32586,4,0,0,default,True,1.0,True,1.0,True,1.0,"remembered: project name: Nimbus @ metadata+window, feature: authentication @ window",feature: authentication
growing,50,1,3,web_saas,200,8563,0.031865,0.067334,28505,672,32719,32586,6,0,0,default,True,1.0,True,1.0,True,1.0,"remembered: project name: Nimbus @ metadata+window, feature: authentication @ window, feature: multi-tenant @ metadata+window",feature: multi-tenant
growing,50,1,4,web_saas,200,10047,0.040914,0.108248,37249,733,32707,32586,8,0,0,default,True,1.0,True,1.0,True,1.0,"remembered: project name: Nimbus @ metadata+window, feature: authentication @ window, feature: multi-tenant @ metadata+window, feature: audit log @ window",feature: audit log
growing,50,1,5,web_saas,200,10137,0.049802,0.15805,46062,748,32699,32586,10,0,0,default,True,1.0,True,1.0,True,1.0,"remembered: project name: Nimbus @ metadata+window, feature: authentication @ window, feature: multi-tenant @ metadata+window, feature: audit log @ window, feature: CSV export @ window",feature: CSV export
growing,50,2,1,web_saas,200,4994,0.013241,0.013241,11331,382,32745,32586,2,0,0,default,True,1.0,True,1.0,True,1.0,remembered: project name: Nimbus @ metadata+window,project name: Nimbus
growing,50,2,2,web_saas,200,10326,0.024517,0.037758,19927,918,32712,32586,4,0,0,default,True,1.0,True,1.0,True,1.0,"remembered: project name: Nimbus @ metadata+window, feature: authentication @ metadata+window",feature: authentication
growing,50,2,3,web_saas,200,12336,0.033947,0.071705,28937,1002,32719,32586,6,0,0,default,True,1.0,True,1.0,True,1.0,"remembered: project name: Nimbus @ metadata+window, feature: authentication @ metadata+window, feature: multi-tenant @ metadata+window",feature: multi-tenant
growing,50,2,4,web_saas,200,22391,0.089569,0.161274,78899,2134,32707,32586,8,0,0,default,True,1.0,True,1.0,True,1.0,"remembered: project name: Nimbus @ metadata+window, feature: authentication @ metadata+window, feature: multi-tenant @ metadata+window, feature: audit log @ window",feature: audit log
growing,50,2,5,web_saas,200,22486,0.108235,0.269509,96940,2259,32699,32586,10,0,0,default,True,1.0,True,1.0,True,1.0,"remembered: project name: Nimbus @ metadata+window, feature: authentication @ metadata+window, feature: multi-tenant @ metadata+window, feature: audit log @ window, feature: CSV export @ metadata+window",feature: CSV export
growing,100,0,1,web_saas,200,4192,0.01962,0.01962,18180,288,60160,60000,2,0,0,default,True,1.0,True,1.0,True,1.0,remembered: project name: Nimbus @ metadata+window,project name: Nimbus
growing,100,0,2,web_saas,200,10512,0.038331,0.057951,33521,962,60127,60000,4,0,0,default,True,1.0,True,1.0,True,1.0,"remembered: project name: Nimbus @ metadata+window, feature: authentication @ metadata+window",feature: authentication
growing,100,0,3,web_saas,200,10926,0.053544,0.111495,49299,849,60134,60000,6,0,0,default,True,1.0,True,1.0,True,1.0,"remembered: project name: Nimbus @ metadata+window, feature: authentication @ metadata+window, feature: multi-tenant @ metadata+window",feature: multi-tenant
growing,100,0,4,web_saas,200,11870,0.069545,0.18104,65080,893,60122,60000,8,0,0,default,True,1.0,True,1.0,True,1.0,"remembered: project name: Nimbus @ metadata+window, feature: authentication @ metadata+window, feature: multi-tenant @ metadata+window, feature: audit log @ window",feature: audit log
growing,100,0,5,web_saas,200,11879,0.085306,0.266346,80906,880,60114,60000,10,0,0,default,True,1.0,True,1.0,True,1.0,"remembered: project name: Nimbus @ metadata+window, feature: authentication @ metadata+window, feature: multi-tenant @ metadata+window, feature: audit log @ window, feature: CSV export @ window",feature: CSV export
growing,100,1,1,web_saas,200,4738,0.0198,0.0198,18180,324,60160,60000,2,0,0,default,True,1.0,True,1.0,True,1.0,remembered: project name: Nimbus @ metadata+window,project name: Nimbus
growing,100,1,2,web_saas,200,8710,0.037346,0.057146,33551,759,60127,60000,4,0,0,default,True,1.0,True,1.0,True,1.0,"remembered: project name: Nimbus @ metadata+window, feature: authentication @ metadata+window",feature: authentication
growing,100,1,3,web_saas,200,16750,0.107323,0.164469,100413,1382,60134,60000,6,0,0,pm,True,1.0,True,1.0,True,1.0,"remembered: project name: Nimbus @ metadata+window, feature: authentication @ metadata+window, feature: multi-tenant @ metadata+window",feature: multi-tenant
growing,100,1,4,web_saas,200,8538,0.067859,0.232328,64744,623,60122,60000,8,0,0,pm,True,1.0,True,1.0,True,1.0,"remembered: project name: Nimbus @ metadata+window, feature: authentication @ metadata+window, feature: multi-tenant @ metadata+window, feature: audit log @ window",feature: audit log
growing,100,1,5,web_saas,200,9711,0.083501,0.315829,80301,640,60114,60000,10,0,0,pm,True,1.0,True,1.0,True,1.0,"remembered: project name: Nimbus @ metadata+window, feature: authentication @ metadata+window, feature: multi-tenant @ metadata+window, feature: audit log @ window, feature: CSV export @ metadata+window",feature: CSV export
growing,100,2,1,web_saas,200,4672,0.019955,0.019955,18180,355,60160,60000,2,0,0,default,True,1.0,True,1.0,True,1.0,remembered: project name: Nimbus @ metadata+window,project name: Nimbus
growing,100,2,2,web_saas,200,8255,0.037326,0.057281,33551,755,60127,60000,4,0,0,default,True,1.0,True,1.0,True,1.0,"remembered: project name: Nimbus @ metadata+window, feature: authentication @ metadata+window",feature: authentication
growing,100,2,3,web_saas,200,8803,0.052587,0.109868,49147,688,60134,60000,6,0,0,default,True,1.0,True,1.0,True,1.0,"remembered: project name: Nimbus @ metadata+window, feature: authentication @ metadata+window, feature: multi-tenant @ metadata+window",feature: multi-tenant
growing,100,2,4,web_saas,200,10322,0.068722,0.17859,64802,784,60122,60000,8,0,0,default,True,1.0,True,1.0,True,1.0,"remembered: project name: Nimbus @ metadata+window, feature: authentication @ metadata+window, feature: multi-tenant @ metadata+window, feature: audit log @ window",feature: audit log
growing,100,2,5,web_saas,200,11425,0.084609,0.263199,80524,817,60114,60000,10,0,0,default,True,1.0,True,1.0,True,1.0,"remembered: project name: Nimbus @ metadata+window, feature: authentication @ metadata+window, feature: multi-tenant @ metadata+window, feature: audit log @ window, feature: CSV export @ metadata+window",feature: CSV export
pivot,0,0,1,mobile_app,200,3919,0.009523,0.009523,7443,416,77,0,2,0,0,default,True,1.0,True,1.0,True,1.0,remembered: stack includes React Native @ metadata+window,stack includes React Native
pivot,0,0,2,mobile_app,200,9662,0.005911,0.015434,3461,490,59,0,4,0,0,default,True,1.0,True,1.0,True,1.0,"remembered: stack includes React Native @ metadata+window, feature: onboarding @ metadata+window",feature: onboarding
pivot,0,0,3,mobile_app,200,3742,0.00672,0.022154,4030,538,64,0,6,0,0,pm,True,1.0,True,1.0,True,1.0,"remembered: stack includes React Native @ metadata+window, feature: onboarding @ metadata+window, stack includes Firebase @ metadata+window",stack includes Firebase
pivot,0,0,4,mobile_app,200,4794,0.007599,0.029753,4579,604,61,0,8,0,0,pm,True,1.0,True,1.0,False,0.75,drifted (lost): ['feature: offline mode'],feature: offline mode
pivot,0,0,5,mobile_app,200,3168,0.006456,0.036209,5196,252,101,0,10,0,0,pm,True,1.0,True,1.0,False,0.8,drifted (lost): ['feature: offline mode'],stack includes Flutter
pivot,0,1,1,mobile_app,200,4298,0.009819,0.009819,7489,466,77,0,2,0,0,default,True,1.0,True,1.0,True,1.0,remembered: stack includes React Native @ metadata+window,stack includes React Native
pivot,0,1,2,mobile_app,200,2714,0.004717,0.014536,3482,247,59,0,4,0,0,default,True,1.0,True,1.0,True,1.0,"remembered: stack includes React Native @ metadata+window, feature: onboarding @ metadata+window",feature: onboarding
pivot,0,1,3,mobile_app,200,2297,0.004979,0.019515,3734,249,64,0,6,0,0,default,True,1.0,True,1.0,True,1.0,"remembered: stack includes React Native @ metadata+window, feature: onboarding @ metadata+window, stack includes Firebase @ metadata+window",stack includes Firebase
pivot,0,1,4,mobile_app,200,5687,0.011491,0.031006,8926,513,61,0,8,0,0,default,True,1.0,True,1.0,False,0.75,drifted (lost): ['feature: offline mode'],feature: offline mode
pivot,0,1,5,mobile_app,200,2257,0.005573,0.036579,4233,268,101,0,10,0,0,default,True,1.0,True,1.0,False,0.8,drifted (lost): ['feature: offline mode'],stack includes Flutter
pivot,0,2,1,mobile_app,200,3568,0.004613,0.004613,3228,277,77,0,2,0,0,default,True,1.0,True,1.0,True,1.0,remembered: stack includes React Native @ metadata+window,stack includes React Native
pivot,0,2,2,mobile_app,200,2957,0.004913,0.009526,3528,277,59,0,4,0,0,default,True,1.0,True,1.0,True,1.0,"remembered: stack includes React Native @ metadata+window, feature: onboarding @ metadata+window",feature: onboarding
pivot,0,2,3,mobile_app,200,5852,0.006674,0.0162,3804,574,64,0,6,0,0,default,True,1.0,True,1.0,True,1.0,"remembered: stack includes React Native @ metadata+window, feature: onboarding @ metadata+window, stack includes Firebase @ metadata+window",stack includes Firebase
pivot,0,2,4,mobile_app,200,6063,0.007631,0.023831,4371,652,61,0,8,0,0,default,True,1.0,True,1.0,False,0.75,drifted (lost): ['feature: offline mode'],feature: offline mode
pivot,0,2,5,mobile_app,200,4689,0.008236,0.032067,5061,635,101,0,10,0,0,default,True,1.0,True,1.0,False,0.8,drifted (lost): ['feature: offline mode'],stack includes Flutter
pivot,5,0,1,mobile_app,200,3491,0.005327,0.005327,3802,305,2609,2472,2,0,0,default,True,1.0,True,1.0,True,1.0,remembered: stack includes React Native @ metadata+window,stack includes React Native
pivot,5,0,2,mobile_app,200,6195,0.006349,0.011676,4674,335,2591,2472,4,0,0,default,True,1.0,True,1.0,True,1.0,"remembered: stack includes React Native @ metadata+window, feature: onboarding @ metadata+window",feature: onboarding
pivot,5,0,3,mobile_app,200,6763,0.008874,0.02055,5679,639,2596,2472,6,0,0,default,True,1.0,True,1.0,True,1.0,"remembered: stack includes React Native @ metadata+window, feature: onboarding @ metadata+window, stack includes Firebase @ metadata+window",stack includes Firebase
pivot,5,0,4,mobile_app,200,6415,0.010374,0.030924,6894,696,2593,2472,8,0,0,default,True,1.0,True,1.0,True,1.0,"remembered: stack includes React Native @ metadata+window, feature: onboarding @ metadata+window, stack includes Firebase @ metadata+window, feature: offline mode @ window",feature: offline mode
pivot,5,0,5,mobile_app,200,6322,0.011728,0.042652,8168,712,2633,2472,10,0,0,default,True,1.0,True,1.0,True,1.0,"remembered: stack includes React Native @ metadata+window, feature: onboarding @ metadata+window, stack includes Firebase @ metadata+window, feature: offline mode @ window, stack includes Flutter @ metadata+window",stack includes Flutter
pivot,5,1,1,mobile_app,200,3596,0.005362,0.005362,3802,312,2609,2472,2,0,0,default,True,1.0,True,1.0,True,1.0,remembered: stack includes React Native @ metadata+window,stack includes React Native
pivot,5,1,2,mobile_app,200,3816,0.006367,0.011729,4682,337,2591,2472,4,0,0,default,True,1.0,True,1.0,True,1.0,"remembered: stack includes React Native @ metadata+window, feature: onboarding @ metadata+window",feature: onboarding
pivot,5,1,3,mobile_app,200,10549,0.009833,0.021562,5658,835,2596,2472,6,0,0,default,True,1.0,True,1.0,True,1.0,"remembered: stack includes React Native @ metadata+window, feature: onboarding @ metadata+window, stack includes Firebase @ metadata+window",stack includes Firebase
pivot,5,1,4,mobile_app,200,9378,0.011216,0.032778,7066,830,2593,2472,8,0,0,default,True,1.0,True,1.0,False,0.75,drifted (lost): ['feature: offline mode'],feature: offline mode
pivot,5,1,5,mobile_app,200,10146,0.012945,0.045723,8480,893,2633,2472,10,0,0,default,True,1.0,True,1.0,False,0.8,drifted (lost): ['feature: offline mode'],stack includes Flutter
pivot,5,2,1,mobile_app,200,3407,0.005217,0.005217,3802,283,2609,2472,2,0,0,default,True,1.0,True,1.0,True,1.0,remembered: stack includes React Native @ metadata+window,stack includes React Native
pivot,5,2,2,mobile_app,200,4730,0.006142,0.011359,4652,298,2591,2472,4,0,0,default,True,1.0,True,1.0,True,1.0,"remembered: stack includes React Native @ metadata+window, feature: onboarding @ window",feature: onboarding
pivot,5,2,3,mobile_app,200,3323,0.007216,0.018575,5506,342,2596,2472,6,0,0,default,True,1.0,True,1.0,True,1.0,"remembered: stack includes React Native @ metadata+window, feature: onboarding @ metadata+window, stack includes Firebase @ metadata+window",stack includes Firebase
pivot,5,2,4,mobile_app,200,9582,0.010889,0.029464,6479,882,2593,2472,8,0,0,default,True,1.0,True,1.0,False,0.75,drifted (lost): ['feature: offline mode'],feature: offline mode
pivot,5,2,5,mobile_app,200,7671,0.011721,0.041185,7826,779,2633,2472,10,0,0,default,True,1.0,True,1.0,False,0.8,drifted (lost): ['feature: offline mode'],stack includes Flutter
pivot,20,0,1,mobile_app,200,6981,0.007672,0.007672,6287,277,12589,12451,2,0,0,default,True,1.0,True,1.0,True,1.0,remembered: stack includes React Native @ metadata+window,stack includes React Native
pivot,20,0,2,mobile_app,200,4648,0.011206,0.018878,9616,318,12571,12451,4,0,0,default,True,1.0,True,1.0,True,1.0,"remembered: stack includes React Native @ metadata+window, feature: onboarding @ window",feature: onboarding
pivot,20,0,3,mobile_app,200,4777,0.014651,0.033529,12976,335,12576,12451,6,0,0,default,True,1.0,True,1.0,True,1.0,"remembered: stack includes React Native @ metadata+window, feature: onboarding @ window, stack includes Firebase @ metadata+window",stack includes Firebase
pivot,20,0,4,mobile_app,200,8255,0.019626,0.053155,16356,654,12573,12451,8,0,0,default,True,1.0,True,1.0,True,1.0,"remembered: stack includes React Native @ metadata+window, feature: onboarding @ metadata+window, stack includes Firebase @ metadata+window, feature: offline mode @ window",feature: offline mode
pivot,20,0,5,mobile_app,200,9477,0.023424,0.076579,20164,652,12613,12451,10,0,0,default,True,1.0,True,1.0,True,1.0,"remembered: stack includes React Native @ metadata+window, feature: onboarding @ metadata+window, stack includes Firebase @ metadata+window, feature: offline mode @ window, stack includes Flutter @ metadata+window",stack includes Flutter
pivot,20,1,1,mobile_app,200,6412,0.007912,0.007912,6287,325,12589,12451,2,0,0,default,True,1.0,True,1.0,True,1.0,remembered: stack includes React Native @ metadata+window,stack includes React Native
pivot,20,1,2,mobile_app,200,5714,0.011355,0.019267,9665,338,12571,12451,4,0,0,default,True,1.0,True,1.0,True,1.0,"remembered: stack includes React Native @ metadata+window, feature: onboarding @ metadata+window",feature: onboarding
pivot,20,1,3,mobile_app,200,23525,0.061861,0.081128,47861,2800,12576,12451,6,0,0,default,True,1.0,True,1.0,True,1.0,"remembered: stack includes React Native @ metadata+window, feature: onboarding @ metadata+window, stack includes Firebase @ metadata+window",stack includes Firebase
pivot,20,1,4,mobile_app,200,20559,0.046983,0.128111,36813,2034,12573,12451,8,0,0,default,True,1.0,True,1.0,False,0.75,drifted (lost): ['feature: offline mode'],feature: offline mode
pivot,20,1,5,mobile_app,200,14798,0.02639,0.154501,21165,1045,12613,12451,10,0,0,default,True,1.0,True,1.0,False,0.8,drifted (lost): ['feature: offline mode'],stack includes Flutter
pivot,20,2,1,mobile_app,200,4596,0.007917,0.007917,6287,326,12589,12451,2,0,0,default,True,1.0,True,1.0,True,1.0,remembered: stack includes React Native @ metadata+window,stack includes React Native
pivot,20,2,2,mobile_app,200,4276,0.01127,0.019187,9730,308,12571,12451,4,0,0,default,True,1.0,True,1.0,True,1.0,"remembered: stack includes React Native @ metadata+window, feature: onboarding @ metadata+window",feature: onboarding
pivot,20,2,3,mobile_app,200,5580,0.014906,0.034093,13156,350,12576,12451,6,0,0,default,True,1.0,True,1.0,True,1.0,"remembered: stack includes React Native @ metadata+window, feature: onboarding @ metadata+window, stack includes Firebase @ metadata+window",stack includes Firebase
pivot,20,2,4,mobile_app,200,5485,0.018336,0.052429,16541,359,12573,12451,8,0,0,default,True,1.0,True,1.0,False,0.75,drifted (lost): ['feature: offline mode'],feature: offline mode
